passenger_id,survived,passenger_class,sex,age,siblings_spouses,parents_children,fare,embarked_c,embarked_q,embarked_s
100,0,2,0,0.41115589650051804,0.8102200324595066,0.0,0.0954164367952591,0,0,1
101,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
102,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
103,0,1,0,-0.6663144087405454,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
104,0,3,0,0.3282735653281285,-0.6025119615158758,0.0,-0.7519549264387818,0,0,1
105,0,3,0,0.6598028900176865,2.222952026434889,0.0,-0.7875775669667633,0,0,1
106,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
107,1,3,1,-0.6663144087405454,-0.6025119615158758,0.0,-0.8010117772591314,0,0,1
108,1,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
109,0,3,0,0.742685221190076,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
110,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,0.005040840282963516,0,1,0
111,0,1,0,1.4886262017415814,-0.6025119615158758,0.0,1.3655599553464393,0,0,1
112,0,3,1,-1.205049561361077,0.8102200324595066,0.0,-0.46861521845428766,1,0,0
113,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
114,0,3,1,-0.7491967399129349,0.8102200324595066,0.0,-0.6947593867649463,0,0,1
115,0,3,1,-0.9978437334301034,-0.6025119615158758,0.0,-0.46841492659174694,1,0,0
116,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
117,0,3,0,2.1102436855345026,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
118,0,2,0,-0.003255759361429436,0.8102200324595066,0.0,-0.14884193215689093,0,0,1
119,0,1,0,-0.4176674152233769,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
120,0,3,1,-2.199637535429751,2.9293180234225806,0.0,0.35310901603977735,0,0,1
121,0,2,0,-0.6663144087405454,2.222952026434889,0.0,2.0316232164746784,0,0,1
122,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
123,0,2,0,0.2868323997419338,0.8102200324595066,0.0,0.2942818304613415,1,0,0
124,1,2,1,0.2868323997419338,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
125,0,1,0,2.0688025199483078,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
126,1,3,0,-1.4122553892920509,0.8102200324595066,0.0,-0.6255512205060441,1,0,0
127,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
128,1,3,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.8258430830468071,0,0,1
129,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.08248670364734986,1,0,0
130,0,3,0,1.3228615393968024,-0.6025119615158758,0.0,-0.8339866570676719,0,0,1
131,0,3,0,0.3282735653281285,-0.6025119615158758,0.0,-0.7890040358414437,1,0,0
132,0,3,0,-0.7491967399129349,-0.6025119615158758,0.0,-0.8303227815333896,0,0,1
133,0,3,1,1.4886262017415814,0.8102200324595066,0.0,-0.466377811794686,0,0,1
134,1,2,1,-0.003255759361429436,0.8102200324595066,0.0,0.0954164367952591,0,0,1
135,0,2,0,-0.3347850840509874,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
136,0,2,0,-0.5005497463957664,-0.6025119615158758,0.0,-0.4397145682398693,1,0,0
137,1,1,1,-0.8320790710853244,-0.6025119615158758,0.0,0.10925611598008794,0,0,1
138,0,1,0,0.6598028900176865,0.8102200324595066,0.0,1.4192967965159125,0,0,1
139,0,3,0,-1.0807260646024928,-0.6025119615158758,0.0,-0.7244758599316649,0,0,1
140,0,1,0,-0.4176674152233769,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
141,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.42994423348178334,1,0,0
142,1,3,1,-0.5834320775681558,-0.6025119615158758,0.0,-0.7961266098800885,0,0,1
143,1,3,1,-0.4176674152233769,0.8102200324595066,0.0,-0.4004280521776055,0,0,1
144,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.8449782836705185,0,1,0
145,0,2,0,-0.9149614022577138,-0.6025119615158758,0.0,-0.612932833165976,0,0,1
146,0,2,0,-0.8320790710853244,0.8102200324595066,0.0,0.6205719300423816,0,0,1
147,1,3,0,-0.16902042170620843,-0.6025119615158758,0.0,-0.7938892032204868,0,0,1
148,0,3,1,-1.6609023828092193,2.222952026434889,0.0,0.5045492047901105,0,0,1
149,0,2,0,0.6183617244314917,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
150,0,2,0,1.074214545879634,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
151,0,2,0,1.8201555264311393,-0.6025119615158758,0.0,-0.5628598675307852,0,0,1
152,1,1,1,-0.5834320775681558,0.8102200324595066,0.0,2.0316232164746784,0,0,1
153,0,3,0,2.1102436855345026,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
154,0,3,0,0.9498910491210497,-0.6025119615158758,0.0,-0.466377811794686,0,0,1
155,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8174992171634017,0,0,1
156,0,1,0,1.8201555264311393,-0.6025119615158758,0.0,1.8237495741616405,1,0,0
157,1,3,1,-1.0807260646024928,-0.6025119615158758,0.0,-0.7969424328323887,0,1,0
158,0,3,0,0.07962657181096006,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
159,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
160,0,3,0,-0.08613809053381893,2.9293180234225806,0.0,2.0316232164746784,0,0,1
161,0,3,0,1.239979208224413,-0.6025119615158758,0.0,-0.3882151337299979,0,0,1
162,1,2,1,0.908449883534855,-0.6025119615158758,0.0,-0.4053132195566485,0,0,1
163,0,3,0,-0.2519027528785979,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
164,0,3,0,-0.9978437334301034,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
165,0,3,0,-2.199637535429751,2.9293180234225806,0.0,0.7640737218017698,0,0,1
166,1,3,0,-1.6609023828092193,-0.6025119615158758,0.0,-0.17204647720734526,0,0,1
167,1,1,1,-0.08613809053381893,-0.6025119615158758,0.0,1.5121149767177293,0,0,1
168,0,3,1,1.3228615393968024,0.8102200324595066,0.0,0.18823461699707605,0,0,1
169,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.09175256126097689,0,0,1
170,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,1.5851873103734548,0,0,1
171,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.4618039902234842,0,0,1
172,0,3,0,-2.075314038671167,2.9293180234225806,0.0,0.24807791739035287,0,1,0
173,1,3,1,-2.199637535429751,0.8102200324595066,0.0,-0.6308467419449267,0,0,1
174,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
175,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.32481412658036024,1,0,0
176,0,3,0,-0.9149614022577138,0.8102200324595066,0.0,-0.7910362654711258,0,0,1
177,0,3,0,-0.08613809053381893,2.9293180234225806,0.0,0.06936383916282275,0,0,1
178,0,1,1,1.73727319525875,-0.6025119615158758,0.0,0.22792660195180042,1,0,0
179,0,2,0,0.07962657181096006,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
180,0,3,0,0.576920558845297,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
181,0,3,1,-0.08613809053381893,2.9293180234225806,0.0,2.0316232164746784,0,0,1
182,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.4395093912099495,1,0,0
183,0,3,0,-1.6609023828092193,2.9293180234225806,0.0,0.35860482934120075,0,0,1
184,1,2,0,-2.199637535429751,2.222952026434889,0.0,0.7304881960708492,0,0,1
185,1,3,1,-2.075314038671167,-0.6025119615158758,0.0,-0.09876896652170025,0,0,1
186,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,1.2678566077655793,0,0,1
187,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.417526138004256,0,1,0
188,1,1,0,1.3228615393968024,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
189,0,3,0,0.908449883534855,0.8102200324595066,0.0,-0.417526138004256,0,1,0
190,0,3,0,0.576920558845297,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
191,1,2,1,0.24539123415573905,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
192,0,2,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
193,1,3,1,-0.8320790710853244,0.8102200324595066,0.0,-0.7910362654711258,0,0,1
194,1,2,0,-2.1581963698435565,0.8102200324595066,0.0,0.0954164367952591,0,0,1
195,1,1,1,1.239979208224413,-0.6025119615158758,0.0,0.1794803970538311,1,0,0
196,1,1,1,2.1102436855345026,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
197,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
198,0,3,0,1.074214545879634,-0.6025119615158758,0.0,-0.7641678448863892,0,0,1
199,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
200,0,2,1,-0.4176674152233769,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
201,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.710636180746836,0,0,1
202,0,3,0,-0.08613809053381893,2.9293180234225806,0.0,2.0316232164746784,0,0,1
203,0,3,0,0.41115589650051804,-0.6025119615158758,0.0,-0.8573963791480459,0,0,1
204,0,3,0,1.3643027049829972,-0.6025119615158758,0.0,-0.8217737386200644,1,0,0
205,1,3,0,-0.9149614022577138,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
206,0,3,1,-2.199637535429751,-0.6025119615158758,0.0,-0.6636164447235471,0,0,1
207,0,3,0,0.24539123415573905,0.8102200324595066,0.0,-0.4004280521776055,0,0,1
208,1,3,0,-0.2519027528785979,-0.6025119615158758,0.0,-0.25692626041821726,1,0,0
209,1,3,1,-1.0807260646024928,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
210,1,1,0,0.908449883534855,-0.6025119615158758,0.0,0.33967480574740916,1,0,0
211,0,3,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.8303227815333896,0,0,1
212,1,2,1,0.4940382276729075,-0.6025119615158758,0.0,-0.14884193215689093,0,0,1
213,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
214,0,2,0,0.07962657181096006,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
215,0,3,0,-0.08613809053381893,0.8102200324595066,0.0,-0.7961266098800885,0,1,0
216,1,1,1,0.16250890298334955,0.8102200324595066,0.0,2.0316232164746784,1,0,0
217,1,3,1,-0.16902042170620843,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
218,0,2,0,1.074214545879634,0.8102200324595066,0.0,0.1442681105856891,0,0,1
219,1,1,1,0.24539123415573905,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
220,0,2,0,0.07962657181096006,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
221,1,3,0,-1.0807260646024928,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
222,0,2,0,-0.16902042170620843,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
223,0,3,0,1.8201555264311393,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
224,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
225,1,1,0,0.742685221190076,0.8102200324595066,0.0,2.0316232164746784,0,0,1
226,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7179639318154005,0,0,1
227,1,2,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
228,0,3,0,-0.7077555743267401,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
229,0,2,0,-0.9149614022577138,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
230,0,3,1,-0.08613809053381893,2.9293180234225806,0.0,0.06936383916282275,0,0,1
231,1,1,1,0.4940382276729075,0.8102200324595066,0.0,2.0316232164746784,0,0,1
232,0,3,0,-0.003255759361429436,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
233,0,2,0,2.1102436855345026,-0.6025119615158758,0.0,-0.515229485585116,0,0,1
234,1,3,1,-1.9924317074987772,2.9293180234225806,0.0,0.35860482934120075,0,0,1
235,0,2,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
236,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.8058969446381745,0,0,1
237,0,2,0,1.239979208224413,0.8102200324595066,0.0,0.0954164367952591,0,0,1
238,1,2,1,-1.7437847139816087,-0.6025119615158758,0.0,0.1076293552428666,0,0,1
239,0,2,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
240,0,2,0,0.3282735653281285,-0.6025119615158758,0.0,-0.5750727859783927,0,0,1
241,0,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.46861521845428766,1,0,0
242,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.417526138004256,0,1,0
243,0,2,0,-0.003255759361429436,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
244,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.8266589059991073,0,0,1
245,0,3,0,0.07962657181096006,-0.6025119615158758,0.0,-0.8217737386200644,1,0,0
246,0,1,0,1.239979208224413,2.222952026434889,0.0,2.0316232164746784,0,1,0
247,0,3,1,-0.3347850840509874,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
248,1,2,1,-0.4176674152233769,-0.6025119615158758,0.0,-0.466377811794686,0,0,1
249,1,1,0,0.6598028900176865,0.8102200324595066,0.0,1.3926335529610958,0,0,1
250,0,2,0,2.0688025199483078,0.8102200324595066,0.0,0.0954164367952591,0,0,1
251,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
252,0,3,1,-0.003255759361429436,0.8102200324595066,0.0,-0.6636164447235471,0,0,1
253,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
254,0,3,0,0.07962657181096006,0.8102200324595066,0.0,-0.3882151337299979,0,0,1
255,0,3,1,0.9913322147072445,-0.6025119615158758,0.0,-0.18731262526685463,0,0,1
256,1,3,1,-0.003255759361429436,-0.6025119615158758,0.0,-0.42994423348178334,1,0,0
257,1,1,1,-0.08613809053381893,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
258,1,1,1,0.07962657181096006,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
259,1,1,1,0.4940382276729075,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
260,1,2,1,1.73727319525875,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
261,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
262,1,3,0,-2.1581963698435565,2.9293180234225806,0.0,0.35860482934120075,0,0,1
263,0,1,0,1.903037857603529,0.8102200324595066,0.0,2.0316232164746784,0,0,1
264,0,1,0,0.908449883534855,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
265,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
266,0,2,0,0.576920558845297,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
267,0,3,0,-1.0807260646024928,2.9293180234225806,0.0,0.7640737218017698,0,0,1
268,1,3,0,-0.3347850840509874,0.8102200324595066,0.0,-0.7949053180353277,0,0,1
269,1,1,1,2.1102436855345026,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
270,1,1,1,0.4940382276729075,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
271,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.33967480574740916,0,0,1
272,1,3,0,-0.3347850840509874,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
273,1,2,1,0.9913322147072445,-0.6025119615158758,0.0,-0.22211944284253596,0,0,1
274,0,1,0,0.6598028900176865,-0.6025119615158758,0.0,0.2761676298198501,1,0,0
275,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
276,1,1,1,2.1102436855345026,0.8102200324595066,0.0,2.0316232164746784,0,0,1
277,0,3,1,1.3228615393968024,-0.6025119615158758,0.0,-0.7961266098800885,0,0,1
278,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
279,0,3,0,-1.8266670451539984,2.9293180234225806,0.0,0.24807791739035287,0,1,0
280,1,3,1,0.4940382276729075,0.8102200324595066,0.0,-0.18548068749971344,0,0,1
281,0,3,0,2.1102436855345026,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
282,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7910362654711258,0,0,1
283,0,3,0,-1.0807260646024928,-0.6025119615158758,0.0,-0.710636180746836,0,0,1
284,1,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
285,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
286,0,3,0,0.3282735653281285,-0.6025119615158758,0.0,-0.7515494575463212,1,0,0
287,1,3,0,0.07962657181096006,-0.6025119615158758,0.0,-0.710636180746836,0,0,1
288,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
289,1,2,0,1.074214545879634,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
290,1,3,1,-0.5834320775681558,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
291,1,1,1,-0.2519027528785979,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
292,1,1,1,-0.8320790710853244,0.8102200324595066,0.0,2.0316232164746784,1,0,0
293,0,2,0,0.576920558845297,-0.6025119615158758,0.0,-0.5457617817041348,1,0,0
294,0,3,1,-0.4176674152233769,-0.6025119615158758,0.0,-0.7423897687106156,0,0,1
295,0,3,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
296,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.1794803970538311,1,0,0
297,0,3,0,-0.4591085808095717,-0.6025119615158758,0.0,-0.8215685615901446,1,0,0
